id,name,type,visible,gender,password,password_tip,rating,reviews,location_type,address,road_address,location_tip,city,longitude,latitude,modified_at,created_at,paper,towel,soap,powder_room,hand_dry,vending,diaper,bell,mon,tue,wed,thu,fri,sat,sun,urinal,child_urinal,disable_urinal,seat,child_seat,disable_seat,washbasin
44,용두역(외선 승강장),0,True,True,False,,0,0,교통시설,서울 동대문구 용두동 47-1,서울 동대문구 천호대로 지하 129,,서울특별시,127.038653729089,37.5739418124856,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
45,봉제산근린공원(법성사),0,True,True,False,,0,0,공공용시설,서울 강서구 등촌동 산 23-4,서울 강서구 등촌로39가길 46,,서울특별시,126.857793444016,37.5450662868105,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
46,양천근린공원 책쉼터,0,True,True,False,,0,0,기타,서울 양천구 신정동 320,서울 양천구 목동동로 지하 111,,서울특별시,126.86813048781,37.5182778383048,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
47,무학빌딩(레노스블랑쉬),0,True,True,False,,0,0,기타,서울 성동구 행당동 319-36,서울 성동구 고산자로 202,,서울특별시,127.03442251807,37.5582608366668,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 7, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
48,소공지하상가B,0,True,True,False,,0,0,기타,서울 중구 남대문로2가 9-9,서울 중구 소공로 지하 102,,서울특별시,126.979061355268,37.5643059017854,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '04:30', 'close': '23:30'}","{'open': '04:30', 'close': '23:30'}","{'open': '04:30', 'close': '23:30'}","{'open': '04:30', 'close': '23:30'}","{'open': '04:30', 'close': '23:30'}","{'open': '04:30', 'close': '23:30'}","{'open': '04:30', 'close': '23:30'}","[0, 6, 0]","[0, 0, 0]","[0, 1, 0]","[0, 4, 10]","[0, 1, 1]","[0, 1, 2]","[0, 0, 0]"
49,엔저리너스 불광역점,0,True,True,False,,0,0,기타,서울 은평구 대조동 6-5,서울 은평구 통일로 741,,서울특별시,126.928611590744,37.6114268242168,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
50,화랑대역 화장실,0,True,True,False,,0,0,교통시설,서울 노원구 공릉동 285-2,서울 노원구 화랑로 지하 510,,서울특별시,127.083744624338,37.6198943887187,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 11, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 13]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]"
51,새싹교통어린이공원,0,True,True,False,,0,0,공공용시설,서울 강서구 방화동 583,서울 강서구 양천로14길 85,,서울특별시,126.809345074189,37.5694856338356,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
52,하늘마루타운상가,0,True,True,False,,0,0,상업시설,서울 동작구 대방동 354-1,서울 동작구 알마타길 6,,서울특별시,126.924954157932,37.5098570948466,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]"
53,경희궁의 아침 3단지,0,True,True,False,,0,0,상업시설,서울 종로구 내수동 72,서울 종로구 사직로8길 34,,서울특별시,126.9724255294,37.5735877659071,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 4]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
54,망원정마당 공중화장실,0,True,True,False,,0,0,공공용시설,서울 마포구 합정동 455-13,서울 마포구 동교로8안길 35-2,,서울특별시,126.903975184206,37.5502031533743,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
55,묵정어린이공원,0,True,True,False,,0,0,기타,서울 중구 충무로5가 21,서울 중구 퇴계로45길 32-12,,서울특별시,126.999802151197,37.5636816560149,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
56,사당어르신종합복지관,0,True,True,False,,0,0,공공용시설,서울 동작구 사당동 1044-42,서울 동작구 남부순환로 2081,,서울특별시,126.979851680787,37.4770171436896,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 10, 0]","[0, 0, 0]","[0, 1, 0]","[0, 10, 20]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
57,북아현문화체육센터,0,True,True,False,,0,0,공공용시설,서울 서대문구 북아현동 1012-2,서울 서대문구 북아현로 51,,서울특별시,126.955438258574,37.5618398088356,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 6, 0]","[0, 2, 0]","[0, 4, 0]","[0, 6, 15]","[0, 0, 1]","[0, 5, 5]","[0, 0, 0]"
58,두댐이공원 화장실,0,True,True,False,,0,0,관광·체육시설,서울 송파구 문정동 2,,,서울특별시,127.132242086936,37.490303023395,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 1, 0]","[0, 1, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
59,신당역(2) 화장실,0,True,True,False,,0,0,교통시설,서울 중구 신당동 99,서울 중구 퇴계로 지하 431-1,,서울특별시,127.019540574485,37.5656540317328,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","[0, 6, 0]","[0, 1, 0]","[0, 0, 0]","[0, 5, 13]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
60,남부수도사업소 본관화장실,0,True,True,False,,0,0,공공용시설,서울 동작구 신대방동 470-11,서울 동작구 여의대방로10길 97,,서울특별시,126.915400451892,37.4924145567614,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 11, 0]","[0, 0, 0]","[0, 0, 0]","[0, 8, 8]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
61,하계역 화장실,0,True,True,False,,0,0,교통시설,서울 노원구 하계동 273-5,서울 노원구 동일로 지하 1196,,서울특별시,127.067988537404,37.6364521240646,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 7]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]"
62,한빛종합사회복지관,0,True,True,False,,0,0,공공용시설,서울 양천구 신월동 540-1,서울 양천구 신월로11길 16,,서울특별시,126.84022562869,37.5190740210221,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 22, 0]","[0, 0, 0]","[0, 5, 0]","[0, 9, 11]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
63,월계3동 주민센터 공중화장실 (3층),0,True,True,False,,0,0,공공용시설,서울 노원구 월계동 15-1,서울 노원구 마들로 57,,서울특별시,127.069231794055,37.6210049827247,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
64,갓바위어린이공원 공중화장실,0,True,True,False,,0,0,공공용시설,서울 중랑구 망우동 155-3,서울 중랑구 용마산로114길 34,,서울특별시,127.103009448263,37.5990671992857,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
65,GS 복지송파충전소,0,True,True,False,,0,0,주유소·충전소,서울 송파구 장지동 907,서울 송파구 위례중앙로 37,,서울특별시,127.13164827653,37.4755154403755,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
66,서울연세병원,0,True,True,False,,0,0,기타,서울 성동구 행당동 198-1,서울 성동구 왕십리로 296,,서울특별시,127.036147702036,37.5606402145348,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 4, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
67,하계삼호주유소 개방화장실,0,True,True,False,,0,0,공공용시설,서울 노원구 하계동 141-3,서울 노원구 공릉로 294,,서울특별시,127.072325002414,37.6335890073283,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
68,한독종합사 개방화장실,0,True,True,False,,0,0,기타,서울 서대문구 홍은동 426,서울 서대문구 연희로 286,,서울특별시,126.936458624008,37.5825953589872,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
69,보라매동주민센터,0,True,True,False,,0,0,공공용시설,서울 관악구 봉천동 661,서울 관악구 봉천로 279-8,,서울특별시,126.932778030929,37.488175850691,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
70,삼성동 업무시설,0,True,True,False,,0,0,기타,서울 강남구 삼성동 151-6,서울 강남구 삼성로 538,,서울특별시,127.055340366293,37.5099081553625,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '10:00', 'close': '18:00'}","{'open': '10:00', 'close': '18:00'}","{'open': '10:00', 'close': '18:00'}","{'open': '10:00', 'close': '18:00'}","{'open': '10:00', 'close': '18:00'}","{'open': '10:00', 'close': '18:00'}","{'open': '10:00', 'close': '18:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
71,신내종합사회복지관,0,True,True,False,,0,0,공공용시설,서울 중랑구 상봉동 481,서울 중랑구 봉화산로 153,,서울특별시,127.091609767692,37.6058186173408,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 5, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 5]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
72,송천동주민센터 화장실,0,True,True,False,,0,0,공공용시설,서울 강북구 미아동 860-56,서울 강북구 솔샘로 284,,서울특별시,127.023850959484,37.6182974834856,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
73,혜민병원,0,True,True,False,,0,0,기타,서울 광진구 자양동 627-3,서울 광진구 자양로 85,,서울특별시,127.083398686427,37.5354377087993,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 4]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
74,잠실주경기장 야구장 앞,0,True,True,False,,0,0,관광·체육시설,서울 송파구 잠실동 10,서울 송파구 올림픽로 25,,서울특별시,127.075939572603,37.5161996814031,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 2, 1]","[0, 0, 0]"
